text,target
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"@femfreq you are setting the women's movement back with every word you say. Quit being an attention whore, no one made you a rep for women.",1
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"@femfreq you just don't know when to shut up . You should go on the biggest loser show , go put a dick in your mouth and shut up",1
"RT @ng_geist: dear @femfreq: you do not tell us how to have fun, and you do not tell game developers how to make a living.

love, #gamergate",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"@seattle_rainbow @iam8bit @femfreq @marieclaire if abuse won't go away, what are you fighting for?",0
"@femfreq so, can't take some criticism, call them liars despite the burden of proofs we have on you? c'mon bitch. you need some good dicking",1
"@femfreq You cunts bitch and moan that there are not enough women in tech, this is probably why, they are too fucking stupid, and they",1
"Of course, follows do not necessarily mean endorsement..but still, @femfreq's man @radicalbytes has promoted antiporn BS in the past.",0
@iam8bit @femfreq @marieclaire Many of them are not trolls. They are just people fed up with all the lies this women says....,0
@daliadaudelin Women receive 25 times the harassment that men do online. That's well-documented. @femfreq @Spacekatgal,0
@femfreq @StephenAtHome How the fuck did you make this about feminism? #GamerGate is about something completely different! dumb bitch,1
@iam8bit @femfreq @marieclaire For that lot 'scam artist' = woman whose opinions are threatening to my preferred social order.,0
@spikepoint @femfreq imma kill u and rape u,1
"nobody comes at call of duty like that. i'll quickscope you irl, fgt. @femfreq",1
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"@daliadaudelin I want to her more about this ""industry-toppling"" stuff. / @femfreq @Spacekatgal",0
HEY @femfreq I HAVE A BITCH LOCKED IN MY BASEMENT AND I ONLY LET THAT CUNT OUT TO MAKE ME FOOD,1
@cptncutleg What the reasonable conclusion? #GamerGate is so thin-skinned that they can't take ridicule from @Spacekatgal / @femfreq,0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"@femfreq If you are seriously gonna try to change gaming, I will hack your account and put gay porn EVERYWHERE",1
No one likes you Anita Sarkeesian you little bitch. @femfreq,1
@femfreq uh boohoo stop crying you selfish faking bitch and get over it who would rape you your fucking ugly you Arab bitch,1
"RT @RGC_BPPA: And ahhhh, looky here what I found....guess who's now following Gail? What's up with that, @femfreq?? http://t.co/Srvvo1NryK",0
"@femfreq you criticize gamers for ""threatening you"" 1v1 me gta u be the prostitute and I'll be the guy that runs over you attention whore",1
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"@femfreq hey bitch, here's a bright idea. Stayyyyy the fuck away from gaming? Let us do us. We don't fw your line of work so why fw ours?",1
"RT @femfreq: The argument that critiquing racism somehow stifles creativity is absurd. It’s just the opposite, reliance on racism suffocate…",0
"RT @femfreq: Friendly reminder: Magazine, newspaper and website editors come up with headlines. Writers usually don’t have a say.",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"@femfreq dumb bitch, your going to ruin the gaming community for millions of people we hope your happy",1
@xdistanthero I'm calling out @femfreq on being the whiny self-aggrandizing greedy little con-artist bitch that she is.,1
@femfreq I have nothing against feminism but your one sexist bitch,1
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"@jayme_erasernub @femfreq Real academic tests linking misogyny to games, approaching developers directly explaining the benefits of change.",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @femfreq: The argument that critiquing racism somehow stifles creativity is absurd. It’s just the opposite, reliance on racism suffocate…",0
"@femfreq kill yourself feminists are a waste of air also more games should have girl characters half naked such as ""Tomb Raider"" etc",1
@nascar_jesus @radicalbytes @femfreq yea that's saying nothing.,0
"@femfreq @zClarkeyy hi aneta, when are you going to fucking kill yourself you annoying fuckign cunt",1
@ranpeo @femfreq It's @CodeLiberation,0
"@femfreq Why do you use Lara Croft and Jade as an example, who actually wear clothes appropriate for combat? #whatsyourproblem #point6",1
@femfreq kill yourself oh wait sorry did I hurt your tits with my keyboard,1
@EqualityEd @DJCPI @dwerkopp @kwaioMax @iam8bit @femfreq @marieclaire yup and*,0
@femfreq Feminist? That term can only be used in real women. Stop soiling what that ideology really stands for ya dumb whore.,1
"@femfreq Maybe, just maybe, you should stop being an insufferable lying cunt? Just helping you out, sister! #girlpower :^)",1
"RT @ChloeSeashell: Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique…",0
"RT @ng_geist: dear @femfreq: you do not tell us how to have fun, and you do not tell game developers how to make a living.

love, #gamergate",0
@jayme_erasernub @femfreq It's the difference between change and fame.,0
@femfreq your a bitch your a bitch your a bitch your a bitch bitch bitch your a bitch!,1
@femfreq This is an anonymous death threat,1
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"@femfreq shut the fuck up, you feminazi! Why don't you just go in the corner and cry how people on the web give you boo boos on the inside.",1
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
@TheMercedesXXX @Daemon_Cins check it out. @femfreq little man bitch blocked me http://t.co/b5NqwS0GTV,0
"Note to @femfreq: We are not trying to take your Youtube channel away. If YOU can critique people's art, we can critique you too. #GamerGate",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @femfreq: The argument that critiquing sexism somehow stifles creativity is absurd. It’s just the opposite, reliance on sexism suffocate…",0
"RT @UnseenPerfidy: If you were pissed at Ebert's ""video games can never be art"" stuff, but hate @femfreq's feminist critique of games,STFU …",0
"RT @iam8bit: .@femfreq @marieclaire Great read, Anita! Thank you! http://t.co/BmCgjQnWqY",0
"@NoMoreGamerGate @the_moviebob To be fair, he did refuse to condemn their great evil, @femfreq.",0
@ femfreq die please and thank you,1
"@femfreq Who gives a fuck, There's a reason why they're shitting on you. It's because you're not a Feminist, No. You're a Feminazi.",1
"@femfreq @Support Anita, keep in mind, all of these threats are from people called trolls, grow the fuck up you stupid cow!",1
"@cptncutleg So, now, they'd like to see her game pulled, and have her stay away from cons, and go out of business. / @Spacekatgal @femfreq",0
"@femfreq Everyone knows, you're a liar, a con, an attention whore, a femenazi (not a feminist), a sexist pig. an all-round joke. get real.",1
"@femfreq @carolynmichelle @KQEDarts next up. Violent films? This article is like ""I feel bad for killing virtual people waaah pity me""",0
@radicalbytes @femfreq oh shiz u banned me,0
@femfreq Don't be afraid of me. It's alright. I'm your friend. I understand you. I'm normally an introvert and a game developer. #SmallWorld,0
@femfreq swear I would put this bitch 6 feet deep.,1
@JahnmitJa @femfreq I want one. Did you get more than one?,0
"I honestly don't know what I feel about our friend @femfreq anymore. The word ""hatred"" no longer seems strong enough.",0
@femfreq listen here u slutty hi bag this isn't about feminist it's about you wanting money and trying to take a community down #drinkbleach,1
